Linux 6.12.88-119.157.amzn2023.x86_64 (ip-192-168-45-226.us-west-2.compute.internal) 	06/04/26 	_x86_64_	(128 CPU)

02:12:02      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:12:19        0     10742    0.00    1.00    0.00    0.00    1.00    84  kubelet
02:12:19        0     10857    1.00    0.00    0.00    0.00    1.00    28  containerd-shim
02:12:19        0     42063    0.00    1.00    0.00    0.00    1.00    12  containerd-shim
02:12:19        0     43165    1.00    0.00    0.00    0.00    1.00   123  containerd-shim
02:12:19        0    316852    0.00    1.00    0.00    0.00    1.00    50  pidstat
02:12:19       26    316935   76.00   24.00    0.00    0.00  100.00     3  barman-cloud-ba
02:12:19       26    316993    2.00    0.00    0.00    0.00    2.00    59  barman-cloud-ba
02:12:19       26    316996    2.00    0.00    0.00    0.00    2.00    37  barman-cloud-ba
02:12:19       26    317001    2.00    1.00    0.00    0.00    3.00     4  barman-cloud-ba
02:12:19       26    317005    1.00    2.00    0.00    0.00    3.00    10  barman-cloud-ba
02:12:19       26    317010    1.00    2.00    0.00    0.00    3.00     5  barman-cloud-ba
02:12:19       26    317014    3.00    1.00    0.00    0.00    4.00    68  barman-cloud-ba

02:12:19      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:12:20        0      1501    1.00    0.00    0.00    0.00    1.00    78  kworker/78:1-events
02:12:20        0      2115    0.00    1.00    0.00    0.00    1.00    60  kworker/60:1-mm_percpu_wq
02:12:20        0     10742    0.00    1.00    0.00    0.00    1.00    84  kubelet
02:12:20    10001     39866    0.00    1.00    0.00    0.00    1.00    66  manager
02:12:20       26    312525    1.00    0.00    0.00    0.00    1.00   112  manager
02:12:20        0    316852    2.00    1.00    0.00    0.00    3.00    50  pidstat
02:12:20       26    316935   78.00   22.00    0.00    0.00  100.00     3  barman-cloud-ba
02:12:20       26    316976    1.00    0.00    0.00    0.00    1.00     2  barman-cloud-ba
02:12:20       26    316990    2.00    2.00    0.00    0.00    4.00    81  barman-cloud-ba
02:12:20       26    316991    2.00    2.00    0.00    0.00    4.00    53  barman-cloud-ba
02:12:20       26    316993    1.00    1.00    0.00    0.00    2.00    59  barman-cloud-ba
02:12:20       26    316996    3.00    0.00    0.00    0.00    3.00    37  barman-cloud-ba
02:12:20       26    317001    1.00    0.00    0.00    0.00    1.00     4  barman-cloud-ba
02:12:20       26    317005    1.00    2.00    0.00    0.00    3.00    10  barman-cloud-ba
02:12:20       26    317014    2.00    0.00    0.00    0.00    2.00    68  barman-cloud-ba

02:12:20      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:12:21        0     10017    0.00    1.00    0.00    0.00    1.00    61  irqbalance
02:12:21        0     10742    0.00    1.00    0.00    0.00    1.00    84  kubelet
02:12:21        0    316852    1.00    1.00    0.00    0.00    2.00    50  pidstat
02:12:21       26    316935   65.00   34.00    0.00    0.00   99.00     3  barman-cloud-ba
02:12:21       26    316990    2.00    1.00    0.00    0.00    3.00    81  barman-cloud-ba
02:12:21       26    316991    2.00    0.00    0.00    0.00    2.00    53  barman-cloud-ba
02:12:21       26    316993    1.00    1.00    0.00    0.00    2.00    59  barman-cloud-ba
02:12:21       26    317001    2.00    1.00    0.00    0.00    3.00     4  barman-cloud-ba
02:12:21       26    317005    3.00    0.00    0.00    0.00    3.00    10  barman-cloud-ba
02:12:21       26    317010    2.00    0.00    0.00    0.00    2.00     5  barman-cloud-ba
02:12:21       26    317014    3.00    0.00    0.00    0.00    3.00    68  barman-cloud-ba

02:12:21      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:12:22        0      2172    1.00    0.00    0.00    0.00    1.00   120  kworker/120:1-mm_percpu_wq
02:12:22        0     10676    1.00    0.00    0.00    0.00    1.00    47  containerd
02:12:22        0     10742    0.00    3.00    0.00    0.00    3.00    84  kubelet
02:12:22        0     10857    0.00    1.00    0.00    0.00    1.00    28  containerd-shim
02:12:22        0     13727    1.00    0.00    0.00    0.00    1.00    46  containerd-shim
02:12:22     1000     18234    1.00    0.00    0.00    0.00    1.00    93  metrics-server
02:12:22     1000     18237    0.00    1.00    0.00    0.00    1.00    40  metrics-server
02:12:22        0     18368    1.00    0.00    0.00    0.00    1.00     9  containerd-shim
02:12:22    10001     39866    1.00    0.00    0.00    0.00    1.00    66  manager
02:12:22        0     43165    0.00    1.00    0.00    0.00    1.00   123  containerd-shim
02:12:22        0    316852    3.00    0.00    0.00    0.00    3.00    50  pidstat
02:12:22       26    316935   76.00   24.00    0.00    0.00  100.00     3  barman-cloud-ba
02:12:22       26    316991    4.00    0.00    0.00    0.00    4.00    53  barman-cloud-ba
02:12:22       26    316993    2.00    0.00    0.00    0.00    2.00    59  barman-cloud-ba
02:12:22       26    316996    2.00    1.00    0.00    0.00    3.00    37  barman-cloud-ba
02:12:22       26    317001    3.00    0.00    0.00    0.00    3.00     4  barman-cloud-ba
02:12:22       26    317010    2.00    1.00    0.00    0.00    3.00     5  barman-cloud-ba
02:12:22       26    317014    2.00    1.00    0.00    0.00    3.00    68  barman-cloud-ba

02:12:22      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:12:23        0     10742    0.00    9.00    0.00    0.00    9.00    84  kubelet
02:12:23        0    316852    1.00    1.00    0.00    0.00    2.00    50  pidstat
02:12:23       26    316935   81.00   19.00    0.00    0.00  100.00     3  barman-cloud-ba
02:12:23       26    316990    2.00    0.00    0.00    0.00    2.00    81  barman-cloud-ba
02:12:23       26    316993    3.00    1.00    0.00    0.00    4.00    59  barman-cloud-ba
02:12:23       26    316996    2.00    1.00    0.00    0.00    3.00    37  barman-cloud-ba
02:12:23       26    317001    1.00    1.00    0.00    0.00    2.00     4  barman-cloud-ba
02:12:23       26    317005    3.00    0.00    0.00    0.00    3.00    10  barman-cloud-ba
02:12:23       26    317010    2.00    1.00    0.00    0.00    3.00     5  barman-cloud-ba

02:12:23      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:12:24        0     10676    1.00    0.00    0.00    0.00    1.00    47  containerd
02:12:24        0     10742    0.00    1.00    0.00    0.00    1.00    84  kubelet
02:12:24    65532     43335    0.00    1.00    0.00    0.00    1.00    44  cainjector
02:12:24    65532     45947    1.00    0.00    0.00    0.00    1.00    89  manager
02:12:24        0    316852    3.00    1.00    0.00    0.00    4.00    50  pidstat
02:12:24       26    316935   82.00   20.00    0.00    0.00  102.00   114  barman-cloud-ba
02:12:24       26    316990    2.00    1.00    0.00    0.00    3.00    81  barman-cloud-ba
02:12:24       26    316991    2.00    0.00    0.00    0.00    2.00    53  barman-cloud-ba
02:12:24       26    316993    2.00    0.00    0.00    0.00    2.00    59  barman-cloud-ba
02:12:24       26    317001    1.00    0.00    0.00    0.00    1.00     4  barman-cloud-ba
02:12:24       26    317005    3.00    0.00    0.00    0.00    3.00    10  barman-cloud-ba
02:12:24       26    317010    3.00    0.00    0.00    0.00    3.00     5  barman-cloud-ba
02:12:24       26    317014    3.00    0.00    0.00    0.00    3.00    30  barman-cloud-ba

02:12:24      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:12:25        0     10676    0.00    2.00    0.00    0.00    2.00    47  containerd
02:12:25        0     10742    1.00    0.00    0.00    0.00    1.00    84  kubelet
02:12:25        0    316852    3.00    1.00    0.00    0.00    4.00    50  pidstat
02:12:25        0    316853    1.00    0.00    0.00    0.00    1.00    41  sar
